source_row	sample_id	severity	code	detail
5413	GCF_000681995	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5417	GCF_000682115	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5418	GCF_000682135	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5419	GCF_000682555	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5420	GCF_000682575	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5524	GCF_000580735	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5527	GCF_000581015	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5532	GCF_000581335	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5533	GCF_000581355	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5534	GCF_000581375	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5535	GCF_000581395	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5536	GCF_000581415	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5538	GCF_000581455	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5540	GCF_000581495	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5542	GCF_000581615	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5543	GCF_000581635	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5544	GCF_000581655	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5545	GCF_000581675	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5546	GCF_000581695	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5547	GCF_000581815	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5553	GCF_000583255	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5555	GCF_000583295	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5557	GCF_000583455	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5558	GCF_000584055	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5560	GCF_000584135	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5561	GCF_000584155	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5562	GCF_000584175	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5563	GCF_000584195	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5564	GCF_000584235	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5568	GCF_000587935	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5570	GCF_000588175	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5571	GCF_000588215	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5573	GCF_000588295	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5574	GCF_000588315	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5575	GCF_000588375	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5576	GCF_000588555	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5580	GCF_000611505	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5588	GCF_000681735	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5592	GCF_000681875	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5593	GCF_000681895	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5595	GCF_000682075	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
5601	GCF_000682595	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
6575	ERR3567623	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
6846	ERR4045402	MEDIUM	GC_WITHOUT_LINEAGE	GC2 is known but lineage and sublineage are unresolved
